Title,City,Country_code,Marker_icon,Workplace_type,Experience_level,Published_at,Remote_interview,Remote,Company_size_from,Company_size_to,salary_from_permanent,salary_to_permanent,salary_currency_permanent,skills_name_0,skills_value_0,skills_name_1,skills_value_1,skills_name_2,skills_value_2
Python Developer (future Data Scientist),Warszawa,PL,python,partly_remote,mid,2022-10-24T09:00:14.252Z,0,0,80,100,13000,14000,pln,Google Cloud,2,Big Data,3,SQL,4
QA Automation Engineer,Berlin,DE,testing,remote,mid,2022-10-28T14:00:10.027Z,0,1,51,200,16178.9,25933.825,eur,Testing,4,Test Automation,4,QA,4
QA Automation Engineer (Cypress),Warszawa,PL,testing,remote,senior,2022-10-25T14:00:00.000Z,1,1,25,40,14000,18000,pln,REST API,4,Cypress,4,JavaScript,4
QA Automation Engineer (Mobile),Warszawa,PL,testing,remote,mid,2022-10-02T14:00:10.511Z,1,1,50,100,11000,15000,pln,Robot,3,XCode,3,Testing Theory,3
QA Automation Expert,Warszawa,PL,testing,remote,senior,2022-10-02T15:00:10.190Z,1,1,50,100,19000,24000,pln,JavaScript,5,Test Automation,5,Testing Theory,5
QA Engineer,Warszawa,PL,testing,remote,mid,2022-10-26T07:13:00.000Z,0,1,5,15,7500,11500,pln,STLF,3,Testing,3,English,4
QA Engineer,Katowice,PL,testing,remote,mid,2022-09-29T09:33:00.000Z,1,1,30,50,16000,20000,pln,JavaScript,2,.NET C#,2,HTML,3
QA Engineer (junior/mid),Warszawa,PL,testing,office,mid,2022-10-03T11:00:13.699Z,0,0,10,20,9500,14000,pln,mochaJS,2,Java,3,JavaScript,3
Qlik Developer,Katowice,PL,data,remote,mid,2022-10-01T08:00:12.131Z,0,1,200,250,20000,23000,pln,ETL,3,BI,3,English,4
Quality Assurance Engineer,Warszawa,PL,testing,remote,mid,2022-10-25T11:00:13.236Z,1,1,300,350,10000,15000,pln,API Testing,3,Writing test cases,3,Manual Testing,3
Remote Business / System Analyst,Warszawa,PL,analytics,remote,senior,2022-11-12T11:00:00.000Z,1,1,150,200,18147.07024,29488.98913,usd,System Analysis,4,Business Analysis,4,SQL,4
Remote Cyber Security Engineer,Szczecin,PL,security,remote,mid,2022-10-26T12:00:13.035Z,1,1,250,300,11000,15000,pln,Linux,3,OWASP,4,Cybersecurity,4
Remote Java Developer,Warszawa,PL,java,remote,mid,2022-10-25T09:28:00.000Z,1,1,15,20,11250,22500,pln,Spring Boot,4,Spring,4,SQL,4
Remote Senior PHP Developer,Katowice,PL,php,remote,senior,2022-09-30T13:00:09.854Z,1,1,180,200,9000,16000,pln,Docker,4,Git,4,PHP 7.4,4
Ruby on Rails Developer,Warszawa,PL,ruby,remote,senior,2022-10-01T12:12:00.000Z,1,1,10,23,17000,23000,pln,MySQL,3,Polish,4,Ruby on Rails,4
SAP Data Analyst,Warszawa,PL,data,partly_remote,mid,2022-10-28T14:00:10.027Z,0,0,11,50,14000,20000,pln,SAP,3,FICO,3,Data,3
Senior Android Developer,Warszawa,PL,mobile,remote,senior,2022-10-28T10:00:10.601Z,1,1,60,70,16600,23250,pln,Kotlin,4,Android Studio,4,Android SDK,4
Senior Angular Frontend Developer,Warszawa,PL,javascript,remote,senior,2022-10-24T12:00:00.000Z,1,1,11,50,23792.5,23792.5,eur,RxJS,4,TypeScript,4,Angular,4
Senior Back End Engineer (100% Remote),Warszawa,PL,ruby,remote,senior,2022-10-25T12:00:00.000Z,1,1,300,400,27497.55903,39349.95517,usd,NoSQL,4,RESTful,4,Algorithms,4
Senior Back End Engr,Warszawa,PL,go,remote,senior,2022-10-01T12:00:14.826Z,1,1,300,400,28847.08658,41281.17563,usd,AWS,4,MongoDB,4,Ruby,4
Senior Back-end Developer,Warszawa,PL,php,remote,senior,2022-08-01T10:48:00.000Z,1,1,120,200,17000,20000,pln,OOP,4,Symfony 4,4,PHP,4
Senior Back-End Java Engineer (Relo to Berlin),Berlin,DE,java,partly_remote,senior,2022-08-02T14:33:00.000Z,1,0,50,100,25639.344,27457.2,eur,MySQL,3,Java,4,Spring Boot,4
Senior Backend Developer - Golang,Gdynia,PL,go,remote,senior,2022-10-01T15:00:09.891Z,1,1,20,30,21817.35,26665.65,eur,MongoDB,3,DevOps tools,4,Golang,4
Senior Backend Engineer (NodeJS),Tallin,EE,javascript,remote,senior,2022-10-27T08:40:00.000Z,1,1,300,400,29740.625,40447.25,eur,TypeScript,3,JavaScript,4,Node.js,4
Senior Cloud Security Engineer,Szczecin,PL,security,remote,senior,2022-10-01T11:00:13.742Z,1,1,180,250,32940,47520,pln,DevSecOps,4,Securing SDLC,4,Cloud security,4
Senior Data DevOps Engineer,Warszawa,PL,devops,remote,senior,2022-11-09T13:32:00.000Z,1,1,10,20,19000,25000,pln,Cloud,3,Grafana,3,DevOps,4
Senior Data Engineer,Warszawa,PL,data,remote,senior,2022-11-09T13:56:00.000Z,1,1,10,20,15000,20000,pln,Docker,3,Terraform,3,Ansible,3
Senior Data Engineer,Stockholm,SE,data,remote,senior,2022-09-30T13:00:09.854Z,1,1,30,50,36362.25,53331.3,eur,PubSub,5,Airflow,5,BigQuery,5
Senior Data Quality Analyst,Warszawa,PL,data,remote,senior,2022-10-24T08:38:00.000Z,1,1,50,100,16000,20000,pln,Data Management,4,SQL,4,Big Data,4
Senior Frontend Developer,Rybnik,PL,javascript,remote,senior,2022-09-28T11:00:00.000Z,1,1,80,90,12500,17500,pln,JavaScript,4,CSS,4,HTML,4
Senior Fullstack Developer,Gliwice,PL,javascript,remote,senior,2022-10-24T13:00:09.553Z,1,1,1,10,16600,24900,pln,JavaScript,4,Node.js,4,React,4
Senior IT Help Desk Specialist,Warszawa,PL,support,partly_remote,senior,2022-10-03T12:00:14.287Z,1,0,250,300,13000,15000,pln,Customer Support,4,IT Support,5,IP networks,5
Senior IT Help Desk Specialist,Warszawa,PL,other,partly_remote,senior,2022-11-14T15:00:10.557Z,1,0,250,300,13000,15000,pln,Customer Support,4,IT Support,5,IP networks,5
Senior IT Help Desk Specialist,Warszawa,PL,admin,partly_remote,senior,2022-11-14T15:00:10.557Z,1,0,250,300,13000,15000,pln,Customer Support,4,IT Support,5,IP networks,5
Senior Java Developer,Warszawa,PL,java,remote,senior,2022-10-02T09:00:14.995Z,1,1,10,20,18000,26000,pln,English,4,Spring,4,Java,5
Senior Java Developer,Warszawa,PL,java,remote,senior,2022-10-02T15:00:10.190Z,1,1,10,20,22000,28000,pln,Kafka,4,Spring,4,Java,4
Senior Java Developer,Warszawa,PL,java,remote,senior,2022-10-02T09:00:14.995Z,1,1,800,900,17900,26800,pln,Oracle DB,4,Spring Boot,4,Java 15/17,5
Senior Magento 2 Developer,Rybnik,PL,php,remote,senior,2022-09-28T12:00:00.000Z,1,1,80,90,10000,17500,pln,OOP,4,PHP,4,Magento 2,4
Senior PHP (Magento) Developer,Warszawa,PL,php,remote,senior,2022-08-01T10:48:00.000Z,1,1,120,200,17000,20000,pln,Magento,3,REST API,4,PHP,4
Senior PHP Backend Developer,Warszawa,PL,php,remote,senior,2022-10-26T13:00:10.449Z,1,1,11,25,16000,18000,pln,MySQL,4,Symfony 5+/Doctrine 2+,4,PHP8,5
Senior Ruby Engineer (100% Remote),Sofia,BG,ruby,remote,senior,2022-11-09T10:00:00.000Z,1,1,300,400,26313.25184,37655.17074,usd,AWS,4,NoSQL,4,Ruby,4
Senior Scala Developer,Warszawa,PL,scala,remote,senior,2022-11-14T12:25:00.000Z,1,1,70,80,21600,26600,pln,Akka HTTP,4,Akka,4,Scala,4
Senior Software Engineer,Warszawa,PL,ruby,partly_remote,senior,2022-11-11T09:00:15.056Z,0,0,5,50,25000,35000,pln,ReactJS,4,Node.js,4,Ruby on Rails,4
Senior/Lead DevOps Engineer,Warszawa,PL,devops,remote,senior,2022-10-27T09:38:00.000Z,1,1,20,50,23000,33100,pln,Kubernetes,3,Amazon AWS,4,Python,5
Senior/Lead Machine Learning Engineer,Warszawa,PL,python,remote,senior,2022-10-27T13:20:00.000Z,1,1,20,50,24000,33100,pln,Amazon AWS,4,Machine Learning,5,Python,5
ServiceNow Senior Technical Consultant,Warszawa,PL,architecture,office,senior,2022-09-30T14:00:09.974Z,1,0,20,50,10000,18000,pln,JavaScript,3,ITSM,4,ServiceNow,4
Software (C++) Team Leader,Warszawa,PL,other,remote,senior,2022-10-28T12:39:28.410Z,1,1,100,150,29000,40000,pln,Distributed systems,3,Linux Kernel,3,C++,5
Software (Golang) Team Leader,Bydgoszcz,PL,go,remote,senior,2022-10-28T12:10:00.000Z,0,1,100,150,37927.66763,56891.50144,usd,Docker,3,Team Player,5,Go,5
Software Developer,Opole,PL,net,partly_remote,mid,2022-10-25T10:00:09.770Z,1,0,20,25,8800,13200,pln,Web Applications,3,SQL,3,.Net,3
Software Engineer - Cloud Infrastructure,Copenhagen,DK,python,remote,senior,2022-09-30T11:00:13.481Z,1,1,30,50,36362.25,53331.3,eur,Prometheus,4,Python,4,Kubernetes,4
Software Engineer - Cloud Infrastructure,Stockholm,SE,python,remote,senior,2022-09-30T13:00:09.854Z,1,1,30,50,36362.25,53331.3,eur,Prometheus,4,Python,5,Kubernetes,5
Software Engineer (.NET) - Allegro Pay,Katowice,PL,net,partly_remote,senior,2022-08-01T07:00:14.570Z,1,0,1001,5000,16900,23200,pln,Code Review,3,English,3,.Net,3
Software Engineer (Backend),Gliwice,PL,javascript,remote,mid,2022-08-01T13:50:00.000Z,1,1,10,20,14500,16500,pln,Node.js,4,JavaScript,4,Backend,4
Software Engineer (d/f/m),Berlin,DE,other,partly_remote,mid,2022-10-01T09:00:14.022Z,1,0,500,600,18990.7911,34340.5089,eur,Testing,3,English,4,C++,4
Software Engineer in Test (SDET),Warsaw,PL,testing,remote,senior,2022-08-09T13:48:00.000Z,1,1,300,400,19100.30141,28195.68303,usd,MongoDB,3,JavaScript,3,Ruby on Rails,3
Software Quality Engineer (QA),Gdynia,PL,testing,partly_remote,mid,2022-11-12T10:00:00.000Z,1,0,150,200,10000,16000,pln,Git,3,JIRA,3,Python,3
Software Quality Engineer (QA),Wejherowo,PL,testing,partly_remote,mid,2022-11-13T15:00:10.183Z,1,0,150,200,10000,16000,pln,Git,3,JIRA,3,Python,3
Sr Backend Engineer (Python/TypeScript),Bukareszt,RO,javascript,remote,senior,2022-10-27T08:42:00.000Z,0,1,300,400,29740.625,40447.25,eur,Python,3,JavaScript,4,TypeScript,4
Starszy Administrator DWH/BI,Warszawa,PL,admin,remote,senior,2022-10-26T15:00:09.545Z,1,1,300,350,12000,17000,pln,SSAS,4,SSIS,4,Power BI,4
Starszy Programista Fullstack,Warszawa,PL,net,remote,senior,2022-10-02T11:00:11.346Z,1,1,200,280,16000,22000,pln,Entity Framework,3,.Net,4,Angular,4
Starszy Programista Java,Warszawa,PL,java,remote,senior,2022-08-09T14:00:11.911Z,1,1,200,220,15500,22000,pln,JPA,4,Git,4,Java 8+,4
System Engineer,Legnica,PL,admin,partly_remote,mid,2022-10-27T15:00:09.765Z,1,0,300,350,14000,16000,pln,NGINX,3,English,3,SQL,4
Technical Lead .NET,Warszawa,PL,net,partly_remote,senior,2022-10-03T14:00:09.898Z,1,0,10,20,25000,30000,pln,WinForms,4,C#,4,.Net Framework,4
Technical Product Manager (Remote),Warszawa,PL,pm,remote,mid,2022-09-30T16:07:00.000Z,1,1,20,25,15000,17500,pln,UI,2,SQL,2,Product Management,3
Test Automation Engineer,Warszawa,PL,testing,remote,mid,2022-10-25T08:54:15.601Z,1,1,50,100,8500,15500,pln,webdriver.io,3,Test Automation,3,Testing,4
Test Engineer,Tychy,PL,testing,remote,mid,2022-10-24T11:32:00.000Z,1,1,40,50,8000,12500,pln,JavaScript,1,Testing,3,Windows,3
Tester automatyzujący,Gliwice,PL,testing,remote,mid,2022-09-30T11:00:13.481Z,1,1,51,500,8000,10000,pln,Python,3,Selenium,3,Testing,3
Tester Manualny,Warszawa,PL,testing,remote,senior,2022-10-22T14:00:09.640Z,1,1,10,20,10000,12000,pln,C#,1,JMeter,4,Postman,4
UI Designer – Mid / Regular,Warszawa,PL,ux,partly_remote,mid,2022-10-25T15:00:09.842Z,1,0,200,250,7500,15000,pln,UX,2,UI,3,Figma,3
UI/UX Designer,Katowice,PL,ux,remote,mid,2022-08-02T13:00:09.838Z,1,1,5,10,9000,14000,pln,UI,4,UX,4,Mobile,4
UX/UI Designer,Warszawa,PL,ux,remote,mid,2022-08-01T13:28:00.000Z,1,1,40,60,8300,14000,pln,UX Design,3,UI Design,3,UX Research,3
UX/UI Designer,Warszawa,PL,ux,partly_remote,mid,2022-09-30T08:33:00.000Z,1,0,250,280,6000,11500,pln,UI,3,UX,3,Angielski,4
UX/UI Designer - Mobile,Bydgoszcz,PL,mobile,remote,mid,2022-10-25T13:00:09.677Z,0,1,501,1000,7500,10000,pln,Mobile,3,UI Design,3,UX Design,3
Workday Analyst,Warszawa,PL,analytics,remote,mid,2022-10-01T12:13:00.000Z,1,1,50,100,12000,16000,pln,EIB,4,Scrum,4,Workday Integration,4
